รหัสโรงเรียน,ชื่อโรงเรียน,ระดับชั้น,ที่อยู่,ถนน,ตำบล,อำเภอ,จังหวัด,รหัสไปรษณีย์,โทร,แฟกซ์,เขต,ประเภท 1
10106731,วัดทุ่งลานนา,อ1-อ3,165,เฉลิมพระเกียรติ ร.9 ซอย 28 แยก 3-1,ดอกไม้,เขตประเวศ,กรุงเทพมหานคร,10200,,,1002,1
10106732,อนุบาลวัดพรพระร่วง,อ1-อ3,59 หมู่ 6 ซอย 32,สุขาภิบาล 5,ออเงิน,เขตสายไหม,กรุงเทพมหานคร,10220,,,1002,1
10106733,อนุบาลสวนสันติอนุสรณ์,อ1-อ3,42 ซอยเลยบวารี 18,,กระทุ่มราย,เขตหนองจอก,กรุงเทพมหานคร,10530,,,1002,1
10201014,ศาสนวิทยา,ม1-ม3,31 หมู่ที่ 9,มิตรไมตรี,หนองจอก,เขตหนองจอก,กรุงเทพมหานคร,10530,02-5431226,02-5431229,02-5431229,1002,5
10201047,อันวารุ้ลอิสลาม,อ1-ม3,60 ซอยนานาอุปถัมภ์,พระราม 9-เพชรบุรี(เพชรพระราม),บางกะปิ,เขตห้วยขวาง,กรุงเทพมหานคร,10320,02-318-8754,02-314-4215,02-314-4215,1002,5
10201056,สอนศาสนาศาสนูปถัมภ์,ม1-ม3,15/28 หมู่ที่ 1,ศรีนครินทร์,หนองบอน,เขตประเวศ,กรุงเทพมหานคร,10260,02-3308639,02-3308640,1002,5
11100001,สุมานัน,อ1-ป6,445,สุขุมวิท,ปากน้ำ,เมืองสมุทรปราการ,สมุทรปราการ,10270,02-3880136,02-7029310,1101,1
11100002,สุขเจริญผลแพรกษา,อ1-ป6,563  หมู่ที่ 6  ซอยมังกร-นาคดี,แพรกษา,แพรกษา,เมืองสมุทรปราการ,สมุทรปราการ,10280,02-3342517,02-3342516,1101,1
11100003,อนุบาลมิตรอุดม,อ1-อ3,1914  หมู่ที่ 1,ทางรถไฟสายเก่า,สำโรงเหนือ,เมืองสมุทรปราการ,สมุทรปราการ,10270,02-7484853-4,02-7484856,1101,1
11100005,อนุบาลกิติมา,อ1-อ3,119  หมู่ที่ 7  ซอยแบริ่ง,สุขุมวิท,สำโรงเหนือ,เมืองสมุทรปราการ,สมุทรปราการ,10270,02-3938499,02-7433011,1101,1
11100006,อนุบาลบ้านหนู,อ1-อ3,129 ซอยแบริ่ง,สุขุมวิท,สำโรงเหนือ,เมืองสมุทรปราการ,สมุทรปราการ,10270,02-7444232,02-7492236,1101,1
11100007,อนุบาลพัฒนาสุข,อ1-อ3,113 หมู่บ้านพัฒนาสุข,เทพารักษ์,เทพารักษ์,เมืองสมุทรปราการ,สมุทรปราการ,10270,02-7547808,,1101,1
11100008,แอนจูดี้,อ1-อ3,81/33 ซอย 21/5,เทพารักษ์,สำโรงเหนือ,เมืองสมุทรปราการ,สมุทรปราการ,10270,02-3940368,02-7556520,1101,1
11100009,อนุบาลเทพารักษ์,อ1-อ3,855,เทพารักษ์,เทพารักษ์,เมืองสมุทรปราการ,สมุทรปราการ,10270,02-7582662-3,02-7582663,1101,1
11100012,อนุบาลจิตอาทร,อ1-อ3,10/296  ซอยบุญศิริ,สุขุมวิท,บางเมือง,เมืองสมุทรปราการ,สมุทรปราการ,10270,02-7561989,02-7561989,1101,1
11100013,ซิกข์วิทยาลัย,ป1-ม3,1799,ริมทางรถไฟเก่า,สำโรงเหนือ,เมืองสมุทรปราการ,สมุทรปราการ,10270,02-7435029-30,02-3931559,1101,1
11100014,อู่ทิพย์,อ1-ป6,70/4  ซอยเลียบคลองมหาวงศ์,เทพารักษ์,บางเมืองใหม่,เมืองสมุทรปราการ,สมุทรปราการ,10270,02-3843551,02-3443551,1101,1
11100015,อัสสัมชัญสมุทรปราการ,ป1-ม6,419/1389  หมู่ที่ 5 ซอยทิพวัล 30,เทพารักษ์,เทพารักษ์,เมืองสมุทรปราการ,สมุทรปราการ,10270,02-3847491-6,02-3840445,1101,1
11100016,อนุบาลบ้านไทรงาม,อ1-อ3,815/49 หมู่ที่ 5  หมู่บ้านไทรงาม,สุขุมวิท,ท้ายบ้านใหม่,เมืองสมุทรปราการ,สมุทรปราการ,10280,02-3950065,02-7023427,1101,1
11100017,อนุบาลเคหะบ้านใหม่,อ1-อ3,1614/1521,สุขุมวิท ก.ม.30,ท้ายบ้านใหม่,เมืองสมุทรปราการ,สมุทรปราการ,10280,02-3880848,,1101,1
11100018,อนุบาลตันติภักดิ์,อ1-อ3,1506/628 ซอยสลาลี 17,เทพารักษ์,เทพารักษ์,เมืองสมุทรปราการ,สมุทรปราการ,10270,02-3851843-4,02-3851843,1101,1
11100019,ทรงสรรพวิทย์,อ1-ป6,19/145 หมู่ที่ 9 ซอยพัฒนาสุข,เทพารักษ์,บางเมือง,เมืองสมุทรปราการ,สมุทรปราการ,10270,02-7548113,02-7547150,1101,1
11100020,สวนแพรกษาจงสิน,อ1-ป6,8/588 หมู่ที่ 8,แพรกษา(สุขาภิบาล40),ท้ายบ้านใหม่,เมืองสมุทรปราการ,สมุทรปราการ,10280,02-7015309-10,02-7015309,1101,1
11100021,อนุบาลอนงค์เวท,อ1-อ3,146/1 หมู่ที่ 2  ซอยไสว,พุทธรักษา,แพรกษาใหม่,เมืองสมุทรปราการ,สมุทรปราการ,10280,02-7036044,02-7011191,1101,1
11100022,ดิษลี,อ1-ป6,379 หมู่ที่ 3  หมู่บ้านปัญญานคร,สุขุมวิท,บางปูใหม่,เมืองสมุทรปราการ,สมุทรปราการ,10280,02-3239942,02-7107050,1101,1
11100023,ทอรัก,อ1-ป6,210 ซอยโอเชี่ยนวิลเลจ,สุขุมวิท,ท้ายบ้าน,เมืองสมุทรปราการ,สมุทรปราการ,10280,02-7091200-1,02-7090844,1101,1
11100024,อนุบาลเทพดรุณ,อ1-อ3,506/2,สุขุมวิท,ปากน้ำ,เมืองสมุทรปราการ,สมุทรปราการ,10270,02-3893185-6,02-3893185,1101,1
11100025,อนุบาลรักษ์ดรุณ,อ1-อ3,1637  หมู่ที่ 4 ซอยนารายณ์ 2,เทพารักษ์,เทพารักษ์,เมืองสมุทรปราการ,สมุทรปราการ,10270,02-7582236,02-3946637,1101,1
11100026,ศึกษาสรรค์,อ1-ป6,998 หมู่ที่ 4,ตำหรุ - บางพลี,บางปูใหม่,เมืองสมุทรปราการ,สมุทรปราการ,10280,02-7109598,02-7109599,1101,1
11100027,เฉลิมวิทยา,อ1-ป6,11,วัดกลางวรวิหาร,ปากน้ำ,เมืองสมุทรปราการ,สมุทรปราการ,10270,02-3871870,02-7026183,1101,1
11100028,ฉัตรสุดา,อ1-อ3,13 ซอยเทศบาล 35,สุขุมวิท,ปากน้ำ,เมืองสมุทรปราการ,สมุทรปราการ,10270,02-3950203,02-3880234,1101,1
11100029,ดรุณรัตน์,อ1-ป6,300  หมู่ที่ 2 ซอยวัดด่าน,สุขุมวิท,สำโรงเหนือ,เมืองสมุทรปราการ,สมุทรปราการ,10270,02-3942186,02-3942186,1101,1
11100030,เฉลิมไฉไลวิทยา,ตอ-ม3,75 ซอยอักษรลักษณ์,สุขุมวิท,ปากน้ำ,เมืองสมุทรปราการ,สมุทรปราการ,10270,02-3872649,02-3872558,1101,1
11100033,สิริศึกษา,อ1-ม3,220,ศิริราษฎร์ศรัทธา,ปากน้ำ,เมืองสมุทรปราการ,สมุทรปราการ,10270,02-3950137,02-3892854,1101,1
11100034,เซนต์ราฟาแอล,อ1-ม3,5,ท้ายบ้าน,ปากน้ำ,เมืองสมุทรปราการ,สมุทรปราการ,10270,02-7016174,02-7018625,1101,1
11100035,ศรีวิทยาปากน้ำ,อ1-ม3,58  ซอยเทศบาล 4,สุขุมวิท,ปากน้ำ,เมืองสมุทรปราการ,สมุทรปราการ,10270,02-7027808,02-3821103,1101,1
11100036,จตุพรวิทยา,ป1-ป6,61 ซอยวัดด่าน,สุขุมวิท,สำโรงเหนือ,เมืองสมุทรปราการ,สมุทรปราการ,10270,02-3941143,02-3941143,1101,1
11100037,เสงี่ยมพิทยานุกุล,อ1-ป6,162  หมู่ที่ 2,สุขุมวิท,ท้ายบ้านใหม่,เมืองสมุทรปราการ,สมุทรปราการ,10280,02-3950879,02-3894825,02-3950879,1101,1
11100038,นพคุณวิทยา,อ1-ม3,388  (ศิริราษฎร์ศรัทธา),สุขุมวิท,ปากน้ำ,เมืองสมุทรปราการ,สมุทรปราการ,10270,02-3950775,02-7028832,1101,1
11100039,ทรงวิทยา,อ1-ป6,99  หมู่ที่ 12 ซอยสุขุมวิท 107,สุขุมวิท,สำโรงเหนือ,เมืองสมุทรปราการ,สมุทรปราการ,10270,02-3930737,02-3939120,1101,1
11100040,อนุสาส์นวิทยา,อ1-อ3,427/1  (ศิริราษฎร์ศรัทธา),สุขุมวิท,ปากน้ำ,เมืองสมุทรปราการ,สมุทรปราการ,10270,02-7309798,02-7025519,1101,1
11100041,อนุบาลบุษยมาส,อ1-อ3,80/211-213 ซอย 37 ทิพวัล 1,เทพารักษ์,บางเมืองใหม่,เมืองสมุทรปราการ,สมุทรปราการ,10270,02-7580220,02-3946710,1101,1
11100042,มนตเสรี,อ1-ป6,458/2,สุขุมวิท,สำโรงเหนือ,เมืองสมุทรปราการ,สมุทรปราการ,10270,02-3931091,02-3933166,1101,1
11100043,ประภามนตรี 2,อ1-ม6,99/551 ซอยโรงพยาบาลวชิรปราการ,ศรีนครินทร์,บางเมือง,เมืองสมุทรปราการ,สมุทรปราการ,10270,02-3882222,083-4222869,02-3870475,083-4223096,1101,1
11100044,เซนต์โยเซฟ บางนา,ป1-ม6,75  หมู่ที่ 9 ซอยแบริ่ง,สุขุมวิท 107,สำโรงเหนือ,เมืองสมุทรปราการ,สมุทรปราการ,10270,02-3932410,02-7497505,1101,1
11100046,ปราณีเนาวบุตร,อ1-ม3,268,สุขุมวิท,ท้ายบ้าน,เมืองสมุทรปราการ,สมุทรปราการ,10280,02-3952456,02-3894823,23894822,1101,1
11100047,บุรารักษ์,อ1-ม3,53/2  หมู่ที่ 4  ซอยเทศบาล23,สุขุมวิท,บางเมืองใหม่,เมืองสมุทรปราการ,สมุทรปราการ,10270,02-7538723,02-3941109,02-3941109,1101,1
11100049,อนุบาลนนนที,อ1-อ3,1148  หมู่ที่ 1  ซอย113(วัดด่านสำโรง),สุขุมวิท,สำโรงเหนือ,เมืองสมุทรปราการ,สมุทรปราการ,10270,02-3943146,02-7591340,1101,1
11100050,อุ่นอารีวิทยา,อ1-ป6,200  (เทศบาลบางปู 43),สุขุมวิท,ท้ายบ้านใหม่,เมืองสมุทรปราการ,สมุทรปราการ,10280,02-3954076 กด 0,02-7021502,1101,1
11100051,อนุบาลสุวิชา,อ1-อ3,97 ซอยไทยไนลอน,สุขุมวิท,ปากน้ำ,เมืองสมุทรปราการ,สมุทรปราการ,10270,02-3941032,02-7562171,1101,1
11100052,อนุสาสน์วิทยาสมุทรปราการ,ป1-ม3,160 ซอยเทศบาล12,สุขุมวิท,ปากน้ำ,เมืองสมุทรปราการ,สมุทรปราการ,10270,02-7028751,02-7026290,1101,1
11100053,อนุบาลจตุรมุก,อ1-อ3,11/33 ซอยวัดด่านสำโรง,สุขุมวิท,สำโรงเหนือ,เมืองสมุทรปราการ,สมุทรปราการ,10270,02-3942204,02-7541338,1101,1
11100054,เซนต์โยเซฟทิพวัล,อ1-ม6,420-504,เทพารักษ์,เทพารักษ์,เมืองสมุทรปราการ,สมุทรปราการ,10270,02-7583884,02-3942128,1101,1
11100055,สุขเจริญผล,อ1-ป6,182,เทพารักษ์,เทพารักษ์,เมืองสมุทรปราการ,สมุทรปราการ,10170,02-3853145,02-3853145,1101,1
11100056,สิริวุฒิวิทยา,อ1-ป6,84,เทพารักษ์,เทพารักษ์,เมืองสมุทรปราการ,สมุทรปราการ,10270,02-3945055,02-7530198,1101,1
11100057,อิสลามสมุทรปราการ (มะซออนุสรณ์),ม1-ม6,261 หมู่ 6,,บางเพรียง,บางบ่อ,สมุทรปราการ,10560,,,1102,1
11100058,อนุบาลธิติพร,อ1-อ3,23/22 หมู่ที่ 9,เทพารักษ์,บางเมือง,เมืองสมุทรปราการ,สมุทรปราการ,10270,02-3865035,02-3852481,02-3865035,1101,1
11100059,อนุบาลเพชรงาม,อ1-อ3,26  หมู่ที่ 5,พุทธรักษา,แพรกษาใหม่,เมืองสมุทรปราการ,สมุทรปราการ,10280,02-3474180,,1101,1
11100060,สามัคคีวิทยา,อ1-ป6,97  หมู่ที่ 2,,บางบ่อ,บางบ่อ,สมุทรปราการ,10560,02-7083010 กด 0,,1102,1
11100061,สุดใจวิทยา,อ1-ป6,448/1  หมู่ที่ 11,พิพัฒน์นิโรจกิจ,คลองด่าน,บางบ่อ,สมุทรปราการ,10550,02-3301271,02-3301271,1102,1
11100062,อนุบาลภาสินี,อ1-อ3,143/362  หมู่ที่ 10,เทพารักษ์,บางปลา,บางพลี,สมุทรปราการ,10540,02-3121678,02-7507237,1102,1
11100064,สาธิตบางนา,อ1-ม6,103  สันตินคร,เทพารักษ์,บางปลา,บางพลี,สมุทรปราการ,10540,02-7504965,02-3121528,1102,1
11100065,นันทวรรณทวิภาษ,อ1-อ3,4/5  หมู่ที่ 5,หนามแดง-ไปรษณีย์,บางแก้ว,บางพลี,สมุทรปราการ,10540,02-7536436,02-7102156,1102,1
11100066,อนุบาลอังสนา,อ1-อ3,50/194,บางนา-ตราด กม.7,บางแก้ว,บางพลี,สมุทรปราการ,10540,02-7517199,02-7517200,1102,1
11100067,บางพลีพัฒนศึกษาลัย,อ1-ป6,60/3  หมู่ที่ 7  ซอยวัดศรีวารีน้อย,บางนา-ตราด,บางโฉลง,บางพลี,สมุทรปราการ,10540,02-740290-1,02-7405290,1102,1
11100068,อนุบาลมงคลทิพย์,อ1-อ3,22/1  หมู่ที่ 15 ซอยเลิศนิมิต 2,บางนา-ตราด,บางแก้ว,บางพลี,สมุทรปราการ,10540,02-3167005,,1102,1
11100070,ไพรีขยาด,อ1-ป6,7/1  หมู่ที่ 2,หนามแดง,บางแก้ว,บางพลี,สมุทรปราการ,10540,02-3833401,02-7102701,1102,1
11100071,สันต์เสริมวิทย์,อ1-ป6,21  หมู่ที่ 9,เทพารักษ์,บางพลีใหญ่,บางพลี,สมุทรปราการ,10540,02-3122285,02-3373705,1102,1
11100072,ศรีดรุณ,อ1-ป6,92/7  หมู่ที่ 6,เทพารักษ์,บางพลีใหญ่,บางพลี,สมุทรปราการ,10540,02-7574816,02-7575197,1102,1
11100073,ทรงวิทยาเทพารักษ์,อ1-ป6,19/9  หมู่ที่ 3 ซอยบุญธรรมอนุสรณ์,เทพารักษ์,บางพลีใหญ่,บางพลี,สมุทรปราการ,10540,02-7597651,02-7597652,1102,1
11100074,กาญจนวิทยา,อ1-ป6,40/9 ซอย 70/13,สุขสวัสดิ์,บางครุ,พระประแดง,สมุทรปราการ,10130,02-4638042,02-4366381,1101,1
11100075,ภรวิชญ์,อ1-ป6,419 หมู่ที่ 2  ซอยนาคดี,พุทธรักษา,แพรกษา,เมืองสมุทรปราการ,สมุทรปราการ,10280,02-7036094,,1101,1
11100076,อนุบาลบุษยมาส ปู่เจ้าฯ,อ1-อ3,17  หมู่ที่ 10  ซอยบุษยมาส,ปู้เจ้าสมิงพราย,สำโรงใต้,พระประแดง,สมุทรปราการ,10130,02-7579558-9,02-3940960,1101,1
11100077,สายอนุสรณ์,อ1-ป6,11/1  หมู่ที่ 12,สุขสวัสดิ์ 5,บางครุ,พระประแดง,สมุทรปราการ,10130,02-4633272,02-8190128,02-4627869,1101,1
11100078,ศิริวิทยา,ป1-ป6,2  หมู่ที่ 4,สุขสวัสดิ์,บางจาก,พระประแดง,สมุทรปราการ,10130,02-4632286,02-4636823,1101,1
11100079,อนุบาลมารดา,อ1-อ3,37  หมู่ที่ 21,เทศบาลสำโรงใต้ 21,บางหญ้าแพรก,พระประแดง,สมุทรปราการ,10130,02-3859477,02-7545616,1101,1
11100080,อนุบาลเซ็นดาณี,อ1-อ3,98/3  ซอยสุขสวัสดิ์ 66,สุขสวัสดิ์,บางพึ่ง,พระประแดง,สมุทรปราการ,10130,02-4631792,,1101,1
11100081,อนุบาลเจริญวัย,อ1-อ3,22/8  หมู่ที่ 10  ซอยกลับเจริญ,ปู่เจ้าสมิงพราย,บางหญ้าแพรก,พระประแดง,สมุทรปราการ,10130,02-3944595,,1101,1
11100083,สันติดรุณ,อ1-ป6,44/6  หมู่ที่ 3  ซอย 70/21,สุขสวัสดิ์,บางครุ,พระประแดง,สมุทรปราการ,10130,02-4636948,02-4640632,1101,1
11100085,ปัญจนะวิทย์,อ1-ป6,22 หมู่ที่ 2,เทศบาลสำโรงใต้ 25,สำโรงใต้,พระประแดง,สมุทรปราการ,10130,02-3840685,02-3840683,02-3840684,1101,1
11100086,อนุบาลบัวขาว,อ1-อ3,98/12  หมู่ที่ 16 ซอย 3,พระราชวิริยาภรณ์,บางพึ่ง,พระประแดง,สมุทรปราการ,10130,02-4636081,02-4636081,1101,1
11100088,ราชประชาสมาสัย ในพระบรมราชูปถัมภ์,อ1-ป6,51  หมู่ที่ 1,สุขสวัสดิ์,บางจาก,พระประแดง,สมุทรปราการ,10130,02-4625200,02-4626159,1101,1
11100089,สำราญวิทยา,อ1-ป6,7  หมู่ที่ 3,เพชรหึงส์,บางกอบัว,พระประแดง,สมุทรปราการ,10130,28151658,02-4610814,1101,1
11100090,อาษาวิทยา,อ1-ม3,1408,ทรงธรรม,ตลาด,พระประแดง,สมุทรปราการ,10130,02-4626204,02-4631360,1101,1
11100091,ประชานาถ,อ1-ม3,485,พระยาพายัพพิริยะกิจ,ตลาด,พระประแดง,สมุทรปราการ,10130,02-8184271,02-8184270,1101,1
11100092,อำนวยวิทย์,อ1-ม3,340,ศรีเขื่อนขันธ์,ตลาด,พระประแดง,สมุทรปราการ,10130,02-4636688,02-6435884,1101,1
11100093,ณัฎฐเวศม์,ป1-ป6,60/12  หมู่ที่ 13 ซอยโรงพยาบาลพระประแดง,ปู่เจ้าสมิงพราย,บางหญ้าแพรก,พระประแดง,สมุทรปราการ,10130,02-3859106,02-3859106,1101,1
11100094,เยาวนารีคริสเตียน,อ1-ป6,1498,ทรงธรรม,ตลาด,พระประแดง,สมุทรปราการ,10130,02-4634450 กด 14,02-4634450,1101,1
11100095,อนุบาลเทพกร,อ1-อ3,208/24-5,สุขสวัสดิ์,ในคลองบางปลากด,พระสมุทรเจดีย์,สมุทรปราการ,10290,02-4258374,02-4258374,1101,1
11100096,สารสาสน์สมุทรสาร,อ1-ม3,420  หมู่ที่ 3,นาเกลือ-ประชาอุทิศ,ในคลองบางปลากด,พระสมุทรเจดีย์,สมุทรปราการ,10290,02-4618781,02-4618782,1101,1
11100097,สารสาสน์วิเทศศึกษา,อ1-ม6,308 หมู่ที่ 10,รพช,ในคลองบางปลากด,พระสมุทรเจดีย์,สมุทรปราการ,10290,02-8157540-1,02-8157541,1101,1
11100098,เทพกรศึกษา,ป1-ป6,16/1  หมู่ที่ 3 ซอยร่มเย็น,สุขสวัสดิ์,ในคลองบางปลากด,พระสมุทรเจดีย์,สมุทรปราการ,10290,02-4259996,,1101,1
11100099,นพคุณศึกษา,อ1-ป6,144  ซอยวัดแค,สุขสวัสดิ์,ปากคลองบางปลากด,พระสมุทรเจดีย์,สมุทรปราการ,10290,02-4259386,02-4259386,1101,1
11100100,ยินดีวิทย์,อ1-ม3,201  หมู่ 1 ซอยเคหะบางพลี 4,เทพารักษ์,บางเสาธง,บางเสาธง,สมุทรปราการ,10540,02-3151041,02-7050456,1102,1
11100102,อนุบาลวชิรา,อ1-อ3,201/248-250  เคหะบางพลี ซอย 3,เทพารักษ์,บางเสาธง,บางเสาธง,สมุทรปราการ,10540,02-3151529,02-3152426,1102,1
11100104,อนุบาลยินดีวิทย์,อ1-อ3,197,,บางเสาธง,บางเสาธง,สมุทรปราการ,10540,02-7059102,02-7059009,1102,1
11100105,อนุบาลพัตรีรมยา,อ1-อ3,93  หมู่ที่ 2,เทพารักษ์,บางเสาธง,บางเสาธง,สมุทรปราการ,10540,02-7081979,,1102,1
11100106,เกวลินวิทยา,อ1-,3,120/19,เทพารักษ์,บางเสาธง,บางเสาธง,สมุทรปราการ,10540,02-3303184-5,02-3303183,1102,1
11100112,ป้วยฮั้ว,อ1-ม3,2 ซอยสายลวด 2,สายลวด,ปากน้ำ,เมืองสมุทรปราการ,สมุทรปราการ,10270,02-3951091,02-3871973 ต่อ 111,1101,1
11100113,อนุบาลสาริน,อ1-อ3,1837/1 หมู่ที่ 2,,เทพารักษ์,เมืองสมุทรปราการ,สมุทรปราการ,10270,,,1101,1
11100114,อนุบาลสีสวาท,อ1-อ3,2779 หมู่ที่ 7 ซอยวัดด่านสำโรง,,สำโรงเหนือ,เมืองสมุทรปราการ,สมุทรปราการ,10270,,,1101,1
11100115,อนุบาลพนาสนธิ์,อ1-อ3,119/73 หมู่ที่ 8,,บางเมือง,เมืองสมุทรปราการ,สมุทรปราการ,10270,,,1101,1
11100117,อนุบาลชลิดา,อ1-อ3,128/480 หมู่ที่ 1,เทพารักษ์,บางเสาธง,บางเสาธง,สมุทรปราการ,10540,,,1102,1
11100118,ประภามนตรี 3,ตอ-ม3,77/7 หมู่ 11,,บางปลา,บางพลี,สมุทรปราการ,10540,,,1102,1
11100119,สารสาสน์วิเทศสุวรรณภูมิ,ตอ-ป6,189 หมู่ 4,,บางพลีใหญ่,บางพลี,สมุทรปราการ,10540,02-1839689-91,,1102,1
11100143,อนุบาลบ้านแสงตะวัน,ตอ-อ3,23/22 ม.9,ทเพารักษ์,บางเมือง,เมืองสมุทรปราการ,สมุทรปราการ,10270,02 7547979,27547979,1101,1
11100144,อนุบาลสาริศา,อ1-อ3,999/128 ม.6,,เทพารักษ์,เมืองสมุทรปราการ,สมุทรปราการ,10270,,,1101,1
12100001,อนุบาลทรายทอง,อ1-อ3,69/110 ซอยทรายทอง,ติวานนท์,ท่าทราย,เมืองนนทบุรี,นนทบุรี,11000,02-5809325,02-5809325,1201,1
12100002,อนุบาลอิศรานล,อ1-อ3,70/740 ซอย 13,สามัคคี,ท่าทราย,เมืองนนทบุรี,นนทบุรี,11000,02-5731222,02-5746203,1201,1
12100003,อนุบาลผึ้งน้อย,ตอ-อ3,37/3 ซอยงามวงศ์วาน 23,งามวงศ์วาน,บางเขน,เมืองนนทบุรี,นนทบุรี,11000,02-5895163,02-5915528,1201,1
12100004,สาธิตคริสเตียนวิทยา,อ1-ม6,24/29-32,ประชาราษฎร์,ตลาดขวัญ,เมืองนนทบุรี,นนทบุรี,11000,02-5251302,02-9684871,1201,1
12100006,ศรีรัตโนภาศ,อ1-ป6,63/5  หมู่ที่ 1,บางกรวย-ไทรน้อย,บางกร่าง,เมืองนนทบุรี,นนทบุรี,11000,02-4473433,02-8828352,1201,1
12100007,อนุบาลยุวัจฉรา,ตอ-อ3,40/3852 ซอยประชานิเวศน์ 3,สามัคคี,ท่าทราย,เมืองนนทบุรี,นนทบุรี,11000,02-5894920,,1201,1
12100009,อนุบาลนิตา,ตอ-อ3,50/4,งามวงศ์วาน,บางเขน,เมืองนนทบุรี,นนทบุรี,11000,02-5891011,02-9517794,1201,1
12100010,อนุบาลจุฬสมา,อ1-อ3,51/11  ซอยนครการศึกษา,ประชาชื่น,บางเขน,เมืองนนทบุรี,นนทบุรี,11000,02-5892814,,1201,1
12100011,อนุบาลดวงใจ,ตอ-อ3,285/154  ซอยวัดบัวขวัญ,งามวงศ์วาน,บางกระสอ,เมืองนนทบุรี,นนทบุรี,11000,02-5913990,02-9528573,1201,1
12100012,อนุบาลอัมพรรัตน์,ตอ-อ3,56/8 หมู่ที่ 1   ซอยท่าอิฐ,รัตนธิเบศร์,ไทรม้า,เมืองนนทบุรี,นนทบุรี,11000,02-5943368, 02-5943570,,1201,1
12100013,อนุบาลบรรลือทรัพย์,ตอ-อ3,124/11 ซอยเรวดี 24/1,เรววี,ตลาดขวัญ,เมืองนนทบุรี,นนทบุรี,11000,02-9514071,02-9514791,1201,1
12100014,อนุบาลมณียา,ตอ-อ3,100/321  หมู่ที่ 3  ซอยท่าอิฐ,รัตนาธิเบศร์,ไทรม้า,เมืองนนทบุรี,นนทบุรี,11000,02-5944043,02-5944046,1201,1
12100015,อนุบาลสุรีย์ลักษณ์,อ1-อ3,101/919 หมู่บ้านซื่อตรงการ์เด้นทาวน์,รัตนาธิเบศน์,ไทรม้า,เมืองนนทบุรี,นนทบุรี,11000,02-9216842,02-9216623,1201,1
12100016,อนุบาลสันติวัน,อ1-อ3,52/30,,บางกระสอ,เมืองนนทบุรี,นนทบุรี,11110,02-5882224,02-5913413,1201,1
12100017,อนุบาลบ้านนนท์,อ1-อ3,34/2,ติวานนท์,ตลาดขวัญ,เมืองนนทบุรี,นนทบุรี,11000,02-9689445-6,,1201,1
12100019,อนุบาลเรวดี นนทบุรี,ตอ-อ3,129/5  ซอย30,เรวดี,ตลาดขวัญ,เมืองนนทบุรี,นนทบุรี,11000,02-5883741,02-9516660,1201,1
12100021,เขมพิทยา,อ1-อ3,37/2 หมู่ 6,กรุงเทพฯ-นนท,บางเขน,เมืองนนทบุรี,นนทบุรี,11000,02-5252162,02-9665543,1201,1
12100024,ธัมมสิริศึกษา,อ1-ป6,58 ซอยวัดน้อยนอก,นนทบุรี1,บางกระสอ,เมืองนนทบุรี,นนทบุรี,11000,02-5251287,02-5269808,1201,1
12100025,การัญศึกษา,อ1-ป6,44/32 หมู่ที่ 8,พิบูลสงคราม,ตลาดขวัญ,เมืองนนทบุรี,นนทบุรี,11000,02-5250727,02-5275889,1201,1
12100026,นนทบุรีคริสเตียนวิทยา,อ1-ม3,25/1 หมู่ที่ 6,ประชาราษฎร์ (กรุงเทพ-นนท์),ตลาดขวัญ,เมืองนนทบุรี,นนทบุรี,11000,02-5250804,02-9685144,1201,1
12100027,อุดมศึกษา,อ1-ป6,6-ม.ค.,บางกรวย-ไทรน้อย,บางไผ่,เมืองนนทบุรี,นนทบุรี,11000,02-8816304,02-8816852,1201,1
12100028,พัฒนวิทย์,อ1-ป6,70  หมู่ที่ 5 ซอยนนทบุรี 46(ไทยานนท์),สนามบินน้ำ,ท่าทราย,เมืองนนทบุรี,นนทบุรี,11000,02-9504001 ต่อ 109,02-5884695,1201,1
12100032,เล็กโกเมศอนุสรณ์,อ1-ป6,38/2,งามวงศ์วาน,บางเขน,เมืองนนทบุรี,นนทบุรี,11000,02-5893248,02-9535376,1201,1
12100033,พิทักษ์นครานุสรณ์,อ1-อ3,112/39 ซอย 8,เรวดี,ตลาดขวัญ,เมืองนนทบุรี,นนทบุรี,11000,02-5881388,02-5881388,1201,1
12100034,สันติวัน,อ1-ป6,52/1  หมู่ที่ 8,ติวานนท์,บางกระสอ,เมืองนนทบุรี,นนทบุรี,11000,02-5880093,02-5913413,1201,1
12100035,เทพประทานพร,อ1-ป6,139,ประชาราษฎร์,สวนใหญ่,เมืองนนทบุรี,นนทบุรี,11000,02-5250505,,1201,1
12100036,สมานพิชากร,อ1-ป6,54/22 หมู่ที่ 2 ซอย45(ทรายทอง),ติวานนท์,ท่าทราย,เมืองนนทบุรี,นนทบุรี,11000,02-5882069,02-5912990,1201,1
12100037,วรรัตน์ศึกษา นนทบุรี,อ1-ม3,100/55,ปลายบาง,มหาสวัสดิ์,บางกรวย,นนทบุรี,11130,02-9852454,02-9850653,1201,1
12100038,ประสาทวิทยานนทบุรี,อ1-ม3,14/7  หมู่ที่ 3,บางกรวย-ไทรน้อย,บางสีทอง,บางกรวย,นนทบุรี,11130,02-4475949,02-8815921,1201,1
